slug,ref,filename,n_cells,n_code_cells,n_md_cells,n_md_chars,n_code_chars,first_md,config_lb_max,config_lb_list,n_config_lb,lb_prefix_max,n_lb_prefix,bare_score_max,bare_score_min,n_bare_scores,best_score,feat__uses_perch,feat__uses_perch_v2,feat__uses_birdnet,feat__uses_sed,feat__uses_protossm,feat__uses_residual_ssm,feat__uses_efficientnet,feat__uses_hgnet,feat__uses_convnext,feat__uses_resnet,feat__uses_passt,feat__uses_beats,feat__uses_mae,feat__uses_tucker,feat__uses_mlp_probes,feat__uses_train_audio,feat__aug_mixup,feat__aug_cutmix,feat__aug_specaugment,feat__aug_time_shift,feat__aug_flip,feat__aug_clipping,feat__aug_gain,feat__loss_focal,feat__loss_bce,feat__loss_softauc,feat__ssl_pseudo,feat__ssl_iterative,feat__tweak_A_per_class,feat__tweak_C_residual,feat__tweak_D_hour_smooth,feat__tweak_E_wide_mlp,feat__tweak_F_flip_tta,feat__tweak_G_birdnet_weight,feat__sonotype_mirror,feat__site_hour_prior,feat__rank_aware,feat__file_confidence,feat__adaptive_delta,feat__uses_onnx,feat__uses_torch,feat__uses_tf,feat__val_groupkfold,feat__val_stratified,feat__ext_data,n_fork_refs,fork_refs,num__n_windows,num__window_sec,num__rank_power,num__n_classes,num__lambda_prior,num__file_conf_power,num__alpha_blend,num__correction_weight,num__lambda_in_apply_prior,num__ensemble_w_mapped,title_score
alexycactus__birdclef-2026-cnn-infer,alexycactus/birdclef-2026-cnn-infer,birdclef-2026-cnn-infer.py,0,,,,11090,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-cnn-infer-dataset,alexycactus/birdclef-2026-cnn-infer-dataset,birdclef-2026-cnn-infer-dataset.py,0,,,,13623,,,,0,,0,0.9812,0.9785,3,0.9812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-cnn-infer-fast,alexycactus/birdclef-2026-cnn-infer-fast,birdclef-2026-cnn-infer-fast.py,0,,,,12343,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-cnn-infer-safe,alexycactus/birdclef-2026-cnn-infer-safe,birdclef-2026-cnn-infer-safe.py,0,,,,13519,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-cnn-inference,alexycactus/birdclef-2026-cnn-inference,birdclef-2026-cnn-inference.py,0,,,,10988,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-cnn-inference-b0,alexycactus/birdclef-2026-cnn-inference-b0,birdclef-2026-cnn-inference-b0.py,0,,,,10713,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-cnn-inference-regnety,alexycactus/birdclef-2026-cnn-inference-regnety,birdclef-2026-cnn-inference-regnety.py,0,,,,10951,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-cnn-regnety,alexycactus/birdclef-2026-cnn-regnety,birdclef-2026-cnn-regnety.py,0,,,,23092,,,,0,,0,0.883,0.883,1,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-cnn-sed-b0-run1,alexycactus/birdclef-2026-cnn-sed-b0-run1,birdclef-2026-cnn-sed-b0-run1.py,0,,,,25179,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-cnn-sed-b0-run2,alexycactus/birdclef-2026-cnn-sed-b0-run2,birdclef-2026-cnn-sed-b0-run2.py,0,,,,25278,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-pseudo-label-saver,alexycactus/birdclef-2026-pseudo-label-saver,birdclef-2026-pseudo-label-saver.py,0,,,,10753,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-pseudo-label-train-08,alexycactus/birdclef-2026-pseudo-label-train-08,birdclef-2026-pseudo-label-train-08.py,0,,,,35360,,,,0,0.883,2,0.883,0.883,1,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-pseudo-label-train-09,alexycactus/birdclef-2026-pseudo-label-train-09,birdclef-2026-pseudo-label-train-09.py,0,,,,35360,,,,0,0.883,2,0.883,0.883,1,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__birdclef-2026-topk-postproc,alexycactus/birdclef-2026-topk-postproc,birdclef-2026-topk-postproc.py,0,,,,28633,,,,0,0.892,1,0.892,0.892,1,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexycactus__didactic-01-eda,alexycactus/didactic-01-eda,didactic-01-eda.ipynb,20,11.0,9.0,2643.0,13530,"# BirdCLEF 2026 — Complete EDA 🦜🐸🐆
#
This notebook explores the **BirdCLEF+ 2026** dataset — the most ecologically
diverse acoustic monitoring competition yet. We're not just identifying birds:
our models must recognise **234 species** across 5 biological classes recorded
by ~1,000 passive acoustic monitors in the **Pantanal wetlands**, Brazil.
#
**What we'll uncover:**
1. The multi-taxa surprise ",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,,,,,,,,,,,,
alexycactus__didactic-02-spectrogram-guide,alexycactus/didactic-02-spectrogram-guide,didactic-02-spectrogram-guide.ipynb,15,8.0,7.0,3132.0,12681,"# Mel Spectrograms for Wildlife Audio 🎵
#
Every top solution in BirdCLEF converts audio → **mel spectrogram image** and
then runs a vision CNN. This notebook is your complete visual guide:
from raw waveform to competition-ready spectrogram.
#
**What you'll learn:**
1. How the waveform → STFT → mel filterbank → log-compression pipeline works
2. What spectrograms look like across the 5 biological cl",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,
alexycactus__didactic-03-baseline-efficientnet,alexycactus/didactic-03-baseline-efficientnet,didactic-03-baseline-efficientnet.ipynb,13,12.0,1.0,95.0,15648,"# EfficientNet-B0 Baseline 🚀
A complete training + inference pipeline. Every step is commented.",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.0,,,,,,,,,,,,
alexycactus__didactic-04-augmentation,alexycactus/didactic-04-augmentation,didactic-04-augmentation.ipynb,27,14.0,13.0,8505.0,28369,"# Audio Augmentation Guide for BirdCLEF 2026 🎵
#
**Why augmentation matters, what each technique does, and how to implement it**
#
Every top BirdCLEF solution relies heavily on augmentation — not as a
minor regularisation trick, but as a core part of closing the gap between
studio-quality Xeno-canto clips and raw Pantanal field recordings.
#
**What you'll learn:**
1. The domain gap problem (XC rec",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
alilaudza__birdclef-htacr-inference,alilaudza/birdclef-htacr-inference,birdclef-htacr-inference.ipynb,8,8.0,0.0,0.0,31018,,,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,0.0,,12,32000,0.4,,,0.4,0.4,0.30,,,
alilaudza__notebooke446edeac3,alilaudza/notebooke446edeac3,notebooke446edeac3.ipynb,10,10.0,0.0,0.0,47517,,,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,0.0,,12,5,,,0.4,,0.4,0.30,,,
alilaudza__perch-v2-maml-ssm-advanced-pp,alilaudza/perch-v2-maml-ssm-advanced-pp,perch-v2-maml-ssm-advanced-pp.ipynb,14,13.0,1.0,343.0,66981,"# BirdCLEF 2026 — Perch v2 + MAML + SSM + Advanced PP

**Upgraded pipeline** combining:
- Perch v2 embeddings (ONNX for speed)
- FOMAML meta-learned probe
- LightProtoSSM (bidirectional SSM with cross-attention)
- ResidualSSM (error correction pass)
- Advanced post-processing (temperature, confidence scaling, adaptive smoothing, calibration)",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,,,
aliozanmemetoglu__birdclef-5-fold-ensemble-submission,aliozanmemetoglu/birdclef-5-fold-ensemble-submission,birdclef-5-fold-ensemble-submission.ipynb,1,1.0,0.0,0.0,13927,,,,0,,0,,,0,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
aliozanmemetoglu__birdclef-enb0-coarse-ensemble-submission,aliozanmemetoglu/birdclef-enb0-coarse-ensemble-submission,birdclef-enb0-coarse-ensemble-submission.ipynb,1,1.0,0.0,0.0,13941,,,,0,,0,,,0,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
amanatar__birdclef-2026,amanatar/birdclef-2026,birdclef-2026.ipynb,1,1.0,0.0,0.0,8300,,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,,,,,,,,,,,,
amanatar__birdclef2026-v19,amanatar/birdclef2026-v19,birdclef2026-v19.ipynb,24,24.0,0.0,0.0,58655,,,,0,,0,0.928,0.91,2,0.928,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
amanatar__birdclef26-taxon-fusion-pro,amanatar/birdclef26-taxon-fusion-pro,birdclef26-taxon-fusion-pro.ipynb,41,29.0,12.0,6238.0,84121,"# BirdCLEF 2026: Advanced Semi-Supervised Pipeline

## Improvements Included:

1. **Multi-Iterative Noisy Student Cycle**: Placeholders for pseudo-labeling and training student models.
2. **20-Second Context Windows**: 20-second chunks with 50% overlap (TTA) to capture long, repetitive temporal patterns.
3. **Second-Pass Residual Correction**: Code template for a ResidualSSM layer to correct syste",,,0,,0,0.941,0.941,1,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
ameythakur20__birdclef-2026-protossm-perch-inference-pipeline,ameythakur20/birdclef-2026-protossm-perch-inference-pipeline,birdclef-2026-protossm-perch-inference-pipeline.ipynb,21,10.0,11.0,5390.0,66793,"# BirdCLEF+ 2026: ProtoSSM v5 Maximum Ensemble

**Competition:** BirdCLEF+ 2026 — Cornell Lab of Ornithology, Kaggle 2026

**Notebook Focus:**
- Perch v2 deep embedding extraction with genus-level proxy scoring for unmapped Amphibia, Insecta, and Aves species
- ProtoSSMv5 bidirectional selective state-space model with temporal cross-attention and prototypical classification head
- Residual SSM sec",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,2.0,ameythakur20/birdclef-2026-tensorflow-2-20-setup|ameythakur20/kaggle-toolbox,,,,,,,,,,,
ameythakur20__birdclef-2026-tensorflow-2-20-setup,ameythakur20/birdclef-2026-tensorflow-2-20-setup,birdclef-2026-tensorflow-2-20-setup.ipynb,7,2.0,5.0,1995.0,556,"# BirdCLEF 2026: TensorFlow 2.20 Environment Setup

This notebook configures a **TensorFlow 2.20** environment for the BirdCLEF 2026 competition. It downloads the specific wheel dependencies for the Perch v2 model architectures and utility toolboxes.

- **Competition**: [BirdCLEF+ 2026](https://www.kaggle.com/competitions/birdclef-2026)
- **Inference Architecture**: [birdclef-2026-perch-v2-bayesia",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,ameythakur20/birdclef-2026-perch-v2-bayesian-fusion,,,,,,,,,,,
aminmahmoudalifayed__birdclef-2026,aminmahmoudalifayed/birdclef-2026,birdclef-2026.ipynb,14,13.0,1.0,1578.0,47107,"<div style=""background: linear-gradient(135deg, #050510 0%, #0a0a2e 30%, #0d1a3e 60%, #071428 100%); padding: 70px 50px; border-radius: 24px; text-align: center;"">
  <div style=""font-size: 90px; margin-bottom: 5px;"">🦅</div>
  <h1 style=""color: #00d4ff; font-size: 3.2em; font-weight: 900; letter-spacing: 5px; margin: 5px 0;"">BirdCLEF+ 2026</h1>
  <h2 style=""color: #ffd700; font-size: 2em; font-weig",,,0,,0,0.95,0.82,33,0.95,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,,,,,,,,,,,,
aminmahmoudalifayed__birdclef-2026-2027,aminmahmoudalifayed/birdclef-2026-2027,birdclef-2026-2027.ipynb,21,16.0,5.0,6419.0,61433,"<div style=""background: linear-gradient(135deg, #050510 0%, #0a0a2e 30%, #0d1a3e 60%, #071428 100%); padding: 70px 50px; border-radius: 24px; text-align: center; box-shadow: 0 0 80px rgba(0,150,255,0.25), inset 0 0 100px rgba(0,0,50,0.5);"">
  <div style=""font-size: 90px; margin-bottom: 5px; filter: drop-shadow(0 0 20px gold);"">🦅</div>
  <h1 style=""color: #00d4ff; font-size: 3.2em; font-weight: 900",,,0,,0,0.948,0.82,39,0.948,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,,,,,,,,,,,,
amlear__sub-080-yuriy-dualssm,amlear/sub-080-yuriy-dualssm,sub-080-yuriy-dualssm.ipynb,28,27.0,1.0,3557.0,70135,"***

# BirdCLEF 2026: Fast ONNX Perch + Dual SSMs & Vectorized MLP Probes
**An advanced, multi-stage audio classification pipeline optimized for rapid CPU inference and high-fidelity temporal reasoning.**

This notebook implements a state-of-the-art inference pipeline for bird vocalization detection. By porting Google's Perch v2 model to ONNX, we achieve a massive speedup on CPU. Building on top o",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
amritanshukush__birdclef-2026-starter,amritanshukush/birdclef-2026-starter,birdclef-2026-starter.ipynb,18,10.0,8.0,2829.0,8039,"# <div style=""text-align:center; border-radius:15px; padding:15px; margin:0; font-size:100%; font-family: 'Arial Black', Arial, sans-serif; text-shadow: 2px 2px 5px rgba(0,0,0,0.7); background: linear-gradient(90deg,#2193b0, #6dd5ed, #24243e); overflow:hidden; box-shadow:0 2px 5px rgba(0, 0, 0, 0.3); color:white;""><b>BirdCLEF+ 2026 | Starter Model Inference and Predictions</b></div>",,,0,,0,,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
amritanshukush__birdclef-2026-trained-model,amritanshukush/birdclef-2026-trained-model,birdclef-2026-trained-model.ipynb,1,1.0,0.0,0.0,5726,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
amulopapa67__bc26-full-yous-gate-rb035-nb-20260517,amulopapa67/bc26-full-yous-gate-rb035-nb-20260517,bc26-full-yous-gate-rb035-nb-20260517.ipynb,46,33.0,13.0,9557.0,157043,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.945,0.912,7,0.945,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,0.60,
amulopapa67__bc26-yous-sedheavy-w090-20260517,amulopapa67/bc26-yous-sedheavy-w090-20260517,bc26-yous-sedheavy-w090-20260517.ipynb,2,2.0,0.0,0.0,77598,,,,0,,0,,,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,0.60,
amulopapa67__birdclef-2026-youssef-gate-rankblend-w040-20260517,amulopapa67/birdclef-2026-youssef-gate-rankblend-w040-20260517,birdclef-2026-youssef-gate-rankblend-w040-20260517.py,0,,,,1687,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amulopapa67__birdclef-2026-youssef-lb0948-20260517,amulopapa67/birdclef-2026-youssef-lb0948-20260517,birdclef-2026-youssef-lb0948-20260517.ipynb,1,1.0,0.0,0.0,76221,,,,0,,0,,,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,0.60,
anmatngu__birdclef-2026-train,anmatngu/birdclef-2026-train,birdclef-2026-train.ipynb,20,20.0,0.0,0.0,34510,,,,0,,0,0.995,0.995,1,0.995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.0,,,,,,,,,,,,
