n_inputs,input_slugs,n_notebooks_used,notebooks_used,n_datasets_used,datasets_used,n_models_used,models_used,competitions_used,slug,ref
2,competitions|models,0,,0,,1,tuannm3812/efficientnet-b0-birdclef-2026,birdclef-2026,tuannm3812__birdclef-2026-eda-efficientnet-b0,tuannm3812/birdclef-2026-eda-efficientnet-b0
2,competitions|datasets,0,,3,tuckerarrants/bc2026-distilled-sed-public|tuckerarrants/birdclef-2026-waveform-cache|tuckerarrants/perch-v2-no-dft-onnx,0,,birdclef-2026,tuckerarrants__bc2026-distilled-sed,tuckerarrants/bc2026-distilled-sed
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,tukotanzwoo__perch-v2embedprobe-bayesian-improvement-0-916,tukotanzwoo/perch-v2embedprobe-bayesian-improvement-0-916
1,competitions,0,,0,,0,,birdclef-2026,udaken10__first-eda-data-cleaning,udaken10/first-eda-data-cleaning
2,competitions|models,0,,0,,1,google/bird-vocalization-classifier,birdclef-2026,udaken10__preprocessing-sound-maeshori,udaken10/preprocessing-sound-maeshori
2,competitions|datasets,0,,1,udamliyanage/birdclef2026-trainingv1,0,,birdclef-2026,udamliyanage__birdclef2026-inference-pass-1,udamliyanage/birdclef2026-inference-pass-1
6,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef-2026|competitions|datasets|models,0,,3,rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public|tuckerarrants/perch-v2-no-dft-onnx,1,google/bird-vocalization-classifier,birdclef-2026,udaysonawane__birdclef-multi-head-protossm-efficientnet,udaysonawane/birdclef-multi-head-protossm-efficientnet
10,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef2026-perch-tflite|birdclef2026-sed-ensemble|competitions|datasets|models|notebooks|perch-onnx-for-birdclef-2026|tf-wheels,3,ashok205/tf-wheels|needless090/birdclef-2026-iter-pseudo-perch-sed-lb-0-935-ft|udaysonawane/cnn-finetune,6,jaejohn/cnn-emb-cache|jaejohn/perch-meta|needless090/birdclef2026-perch-tflite|needless090/birdclef2026-sed-ensemble|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public,1,google/bird-vocalization-classifier,birdclef-2026,udaysonawane__birdclef2026-sed-v5-trio,udaysonawane/birdclef2026-sed-v5-trio
9,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef2026-perch-tflite|competitions|datasets|models|notebooks|perch-onnx-for-birdclef-2026|tf-wheels,2,ashok205/tf-wheels|udaysonawane/cnn-finetune,5,jaejohn/cnn-emb-cache|jaejohn/perch-meta|needless090/birdclef2026-perch-tflite|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public,1,google/bird-vocalization-classifier,birdclef-2026,udaysonawane__birdclef2026-v181,udaysonawane/birdclef2026-v181
11,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef2026-perch-tflite|birdclef2026-sed-ensemble|birdclef2026-sed-v5-trio|competitions|datasets|models|notebooks|perch-onnx-for-birdclef-2026|tf-wheels,2,ashok205/tf-wheels|udaysonawane/cnn-finetune,7,jaejohn/cnn-emb-cache|jaejohn/perch-meta|needless090/birdclef2026-perch-tflite|needless090/birdclef2026-sed-ensemble|needless090/birdclef2026-sed-v5-trio|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public,1,google/bird-vocalization-classifier,birdclef-2026,udaysonawane__cnn-perch-mamba-rank-blend-with-sed,udaysonawane/cnn-perch-mamba-rank-blend-with-sed
11,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef2026-perch-tflite|birdclef2026-sed-ensemble|birdclef2026-sed-v5-trio|competitions|datasets|models|notebooks|perch-onnx-for-birdclef-2026|tf-wheels,2,ashok205/tf-wheels|udaysonawane/cnn-finetune,7,jaejohn/cnn-emb-cache|jaejohn/perch-meta|needless090/birdclef2026-perch-tflite|needless090/birdclef2026-sed-ensemble|needless090/birdclef2026-sed-v5-trio|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public,1,google/bird-vocalization-classifier,birdclef-2026,udaysonawane__cnn-perch-multi-head-mamba-rank-blend-sed,udaysonawane/cnn-perch-multi-head-mamba-rank-blend-sed
11,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef2026-perch-tflite|birdclef2026-sed-ensemble|birdclef2026-sed-v5-trio|competitions|datasets|models|notebooks|perch-onnx-for-birdclef-2026|tf-wheels,2,ashok205/tf-wheels|udaysonawane/cnn-finetune,7,jaejohn/cnn-emb-cache|jaejohn/perch-meta|needless090/birdclef2026-perch-tflite|needless090/birdclef2026-sed-ensemble|needless090/birdclef2026-sed-v5-trio|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public,1,google/bird-vocalization-classifier,birdclef-2026,udaysonawane__cnn-perch-protossm-rank-blend-with-sed,udaysonawane/cnn-perch-protossm-rank-blend-with-sed
6,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef-2026|competitions|datasets|models,0,,3,rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public|tuckerarrants/perch-v2-no-dft-onnx,1,google/bird-vocalization-classifier,birdclef-2026,udaysonawane__mamba,udaysonawane/mamba
11,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef2026-perch-tflite|birdclef2026-sed-ensemble|birdclef2026-sed-v5-trio|competitions|datasets|models|notebooks|perch-onnx-for-birdclef-2026|tf-wheels,2,ashok205/tf-wheels|udaysonawane/cnn-finetune,7,jaejohn/cnn-emb-cache|jaejohn/perch-meta|needless090/birdclef2026-perch-tflite|needless090/birdclef2026-sed-ensemble|needless090/birdclef2026-sed-v5-trio|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public,1,google/bird-vocalization-classifier,birdclef-2026,udaysonawane__protossm-input-conditional,udaysonawane/protossm-input-conditional
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-better-blend-repro,ulyanovantonamaranta/birdclef-2026-better-blend-repro
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-better-sed045,ulyanovantonamaranta/birdclef-2026-better-sed045
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-better-sed050,ulyanovantonamaranta/birdclef-2026-better-sed050
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-exp10-f008-mirrorrare,ulyanovantonamaranta/birdclef-2026-exp10-f008-mirrorrare
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-gate-fake008-head0015,ulyanovantonamaranta/birdclef-2026-gate-fake008-head0015
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-gate-fake008-thr055,ulyanovantonamaranta/birdclef-2026-gate-fake008-thr055
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-gate-fake016,ulyanovantonamaranta/birdclef-2026-gate-fake016
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-gate-protocont010,ulyanovantonamaranta/birdclef-2026-gate-protocont010
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-onnx-sed-repro,ulyanovantonamaranta/birdclef-2026-onnx-sed-repro
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,ulyanovantonamaranta__birdclef-2026-pantanal-repro,ulyanovantonamaranta/birdclef-2026-pantanal-repro
1,competitions,0,,0,,0,,birdclef-2026,unorzer__updated-data-visualisation,unorzer/updated-data-visualisation
0,,0,,0,,0,,,unsseo__birdclef,unsseo/birdclef
2,competitions|models,0,,0,,1,google/bird-vocalization-classifier,birdclef-2026,up202108827__b-first-own-baseline-with-perch,up202108827/b-first-own-baseline-with-perch
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,2,rishikeshjani/perch-onnx-for-birdclef-2026|up202108827/fine-tuned-weights,1,google/bird-vocalization-classifier,birdclef-2026,up202108827__i-baseline-inference-broken-numpy,up202108827/i-baseline-inference-broken-numpy
6,birdclef-2026|birdclef-2026-model|birdclef2026|competitions|datasets|models,0,,1,tonylica/birdclef-2026-model,2,formerhuman/mitast-finetuned-audioset-10-10-0|shadiakiki1/birdnet-analyzer,birdclef-2026,vaishnavidesai345__birdclef2026-using-audio-spectrogram-transformer,vaishnavidesai345/birdclef2026-using-audio-spectrogram-transformer
2,competitions|datasets,0,,1,venkatkumar001/birdclef26-audio2mel-spectrograms,0,,birdclef-2026,venkatkumar001__birdclef-26-part2-efficientnet-pytorch-train,venkatkumar001/birdclef-26-part2-efficientnet-pytorch-train
2,competitions|notebooks,1,venkatkumar001/birdclef-26-part2-efficientnet-pytorch-train,0,,0,,birdclef-2026,venkatkumar001__birdclef-26-part3-efficientnet-pytorch-inference,venkatkumar001/birdclef-26-part3-efficientnet-pytorch-inference
2,competitions|datasets,0,,1,vidhathdbhandary/birdclef-sed-weights,0,,birdclef-2026,vidhathdbhandary__birdclef-2026,vidhathdbhandary/birdclef-2026
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,vyankteshdwivedi__birdclef-2026-onnx-perch-sequence-modeling,vyankteshdwivedi/birdclef-2026-onnx-perch-sequence-modeling
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,vyankteshdwivedi__birdclef-2026-protossm-sed-0-948,vyankteshdwivedi/birdclef-2026-protossm-sed-0-948
5,birdclef-2026-b2-weights|competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,wangdongyang__birdclef-2026-0-947-lb-b2-blend,wangdongyang/birdclef-2026-0-947-lb-b2-blend
1,competitions,0,,0,,0,,birdclef-2026,waterjoe__bird-clef2026-eda,waterjoe/bird-clef2026-eda
3,competitions|models|notebooks,2,antoinemasq/birdclef-2026-pytorch-baseline-training|waterjoe/birdclef2026-train-google-perch,0,,1,google/bird-vocalization-classifier,birdclef-2026,waterjoe__birdclef2026-sub-google-perch,waterjoe/birdclef2026-sub-google-perch
3,competitions|datasets|notebooks,1,waterjoe/fork-of-birdclef2026-train-baseline,1,waterjoe/bird-model-pth,0,,birdclef-2026,waterjoe__birdclef2026-submit-baseline,waterjoe/birdclef2026-submit-baseline
1,competitions,0,,0,,0,,birdclef-2026,waterjoe__birdclef2026-train-baseline,waterjoe/birdclef2026-train-baseline
3,competitions|datasets|models,0,,1,waterjoe/google-perch-embeddings,1,google/bird-vocalization-classifier,birdclef-2026,waterjoe__birdclef2026-train-google-perch,waterjoe/birdclef2026-train-google-perch
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__pantanal-distill-birdclef2026-exp-e,wslllll/pantanal-distill-birdclef2026-exp-e
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__pantanal-distill-birdclef2026-v18x-d384-nl5-tta3,wslllll/pantanal-distill-birdclef2026-v18x-d384-nl5-tta3
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__pantanal-distill-birdclef2026-wslll-d384-do08-nl5,wslllll/pantanal-distill-birdclef2026-wslll-d384-do08-nl5
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__pantanal-distill-birdclef2026-wslll-d384-do10-nl5,wslllll/pantanal-distill-birdclef2026-wslll-d384-do10-nl5
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__pantanal-distill-birdclef2026-wslll-d384d48,wslllll/pantanal-distill-birdclef2026-wslll-d384d48
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__pantanal-distill-birdclef2026-wslll-d384ld,wslllll/pantanal-distill-birdclef2026-wslll-d384ld
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__v6-ensemble,wslllll/v6-ensemble
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__v6-post,wslllll/v6-post
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__v6-temp,wslllll/v6-temp
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__v7-stop-gradient-wslll,wslllll/v7-stop-gradient-wslll
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__w01-all-best-params,wslllll/w01-all-best-params
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__w02-cutmix-strong,wslllll/w02-cutmix-strong
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__w03-lower-temp,wslllll/w03-lower-temp
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__w04-strong-distill,wslllll/w04-strong-distill
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__w05-deeper-distill,wslllll/w05-deeper-distill
5,competitions|datasets|models|perch-meta|tensorflow-220-wheels,0,,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,wslllll__w20-prior-wslll,wslllll/w20-prior-wslll
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,wuwenmin__birdclef-2026-v11-gate-tweak,wuwenmin/birdclef-2026-v11-gate-tweak
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,wuwenmin__birdclef-2026-v25b-v22-sed-ours-weight-10,wuwenmin/birdclef-2026-v25b-v22-sed-ours-weight-10
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,xiaolong745__pantanal-distill-birdclef2026-v18-improved,xiaolong745/pantanal-distill-birdclef2026-v18-improved
9,birdclef-2026-clap-int8-bundle|birdclef2026-clap-probe|birdclef2026-pseudo-cache-v1|birdclef2026-sed-v5-trio|competitions|datasets|habedi|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,4,jaejohn/perch-meta|needless090/birdclef2026-clap-probe|needless090/birdclef2026-sed-v5-trio|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,xiyuetong__birdclef2026-ensemble-v4,xiyuetong/birdclef2026-ensemble-v4
1,competitions,0,,0,,0,,birdclef-2026,xjoannax88__birdclef-2026-eda,xjoannax88/birdclef-2026-eda
6,bc2026-distilled-sed-public|competitions|datasets|models|notebooks|perch-meta,1,vyankteshdwivedi/notebook1b25083f0d,3,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public,1,google/bird-vocalization-classifier,birdclef-2026,yaroslavkholmirzayev__0-946-replay-with-robust-inputs,yaroslavkholmirzayev/0-946-replay-with-robust-inputs
3,birdclef-2026|competitions|perch-meta,0,,0,,0,,birdclef-2026,yaroslavkholmirzayev__birdclef-2026-protossm-v5-maximum-ensemble,yaroslavkholmirzayev/birdclef-2026-protossm-v5-maximum-ensemble
6,bc2026-distilled-sed-public|competitions|datasets|models|notebooks|perch-meta,1,vyankteshdwivedi/notebook1b25083f0d,3,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public,1,google/bird-vocalization-classifier,birdclef-2026,yaroslavkholmirzayev__birdnet-third-branch-site-hour-prior-restore,yaroslavkholmirzayev/birdnet-third-branch-site-hour-prior-restore
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,yaroslavkholmirzayev__pantanal-onnx-fast-noalign,yaroslavkholmirzayev/pantanal-onnx-fast-noalign
3,birdclef-2026|competitions|perch-meta,0,,0,,0,,birdclef-2026,yaroslavkholmirzayev__protossm-v18-maximum-ensemble-artifact,yaroslavkholmirzayev/protossm-v18-maximum-ensemble-artifact
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,yash9439__birdclef2026-keepimproving,yash9439/birdclef2026-keepimproving
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,yash9439__birdclef2026-timeoptimized,yash9439/birdclef2026-timeoptimized
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,yash9439__pantanal-distill-birdclef2026-improvement,yash9439/pantanal-distill-birdclef2026-improvement
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,yashanathaniel__birdclef-2026-perch-v2-0-908,yashanathaniel/birdclef-2026-perch-v2-0-908
2,competitions|datasets,0,,1,tonylica/birdclef-2026-model,0,,birdclef-2026,yashanathaniel__birdclef2026-public-blend-v6-0-892,yashanathaniel/birdclef2026-public-blend-v6-0-892
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,yashanathaniel__perch-v2-starter-train-infer-0-906,yashanathaniel/perch-v2-starter-train-infer-0-906
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,yashanathaniel__perch-v2-starter-train-infer-mlp-0-905,yashanathaniel/perch-v2-starter-train-infer-mlp-0-905
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,yashanathaniel__simplerun-perch-v2embedprobe-bayesian-0-912,yashanathaniel/simplerun-perch-v2embedprobe-bayesian-0-912
3,competitions|models|notebooks,1,ashok205/tf-wheels,0,,2,google/bird-vocalization-classifier|yermes/birdclef-2026-perch-yermes-v5,birdclef-2026,yermes__birdclef-2026-yermes-v5-inference-2-1,yermes/birdclef-2026-yermes-v5-inference-2-1
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__0-947-lb-improved,youssefmo942009/0-947-lb-improved
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__birdclef-26-onnx-perch-dual-ssms-vectorized-mlp,youssefmo942009/birdclef-26-onnx-perch-dual-ssms-vectorized-mlp
2,competitions|models,0,,0,,1,youssefmo942009/bird-comp,birdclef-2026,youssefmo942009__cnn-test,youssefmo942009/cnn-test
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__edits-birdclef-2026-perch-v2-protossm-0-925,youssefmo942009/edits-birdclef-2026-perch-v2-protossm-0-925
6,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef-2026|competitions|datasets|models,0,,3,rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public|tuckerarrants/perch-v2-no-dft-onnx,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__edits-on-birdclef-protossm-efficientnet-sed,youssefmo942009/edits-on-birdclef-protossm-efficientnet-sed
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__lb-0-948,youssefmo942009/lb-0-948
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__set-seed-for-same-lb-score,youssefmo942009/set-seed-for-same-lb-score
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__set-seed-to-get-stable-performance-every-run,youssefmo942009/set-seed-to-get-stable-performance-every-run
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__small-tweaks-on-lb-score-0-947,youssefmo942009/small-tweaks-on-lb-score-0-947
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__version-3-lgbm,youssefmo942009/version-3-lgbm
3,competitions|datasets|models,0,,3,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026|youssefmo942009/cache-birdclef,1,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__version-4,youssefmo942009/version-4
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,yuki16__bird-clef2026-baseline-perch-protossm-sed30-blend,yuki16/bird-clef2026-baseline-perch-protossm-sed30-blend
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,yuriygreben__birdclef-26-onnx-perch-dual-ssms-vectorized-mlp,yuriygreben/birdclef-26-onnx-perch-dual-ssms-vectorized-mlp
4,competitions|datasets|models|notebooks,1,ashok205/tf-wheels,1,yuriygreben/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,yuriygreben__birdclef-26-protossm-mlp-ensemble-perch-v2,yuriygreben/birdclef-26-protossm-mlp-ensemble-perch-v2
3,birdclef-2026|competitions|perch-meta,0,,0,,0,,birdclef-2026,yuriygreben__birdclef-26-protossm-residual-boost,yuriygreben/birdclef-26-protossm-residual-boost
3,birdclef-2026|competitions|perch-meta,0,,0,,0,,birdclef-2026,yuriygreben__birdclef-26-protossm-v5-time-optimised,yuriygreben/birdclef-26-protossm-v5-time-optimised
2,competitions|datasets,0,,4,ludovick/onnxruntime|yuriygreben/birdclef26-bioclip-emb|yuriygreben/birdclef26-perch-onnx|yuriygreben/birdclef26-weights,0,,birdclef-2026,yuriygreben__multimodal-ensemble-onnx-bioclip-zero-shot,yuriygreben/multimodal-ensemble-onnx-bioclip-zero-shot
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,yusufmurtaza01__birdclef-2026,yusufmurtaza01/birdclef-2026
1,competitions,0,,0,,0,,birdclef-2026,yusufmurtaza01__birdclef-eda,yusufmurtaza01/birdclef-eda
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,yusufmurtaza01__pantanal-birdclef-26,yusufmurtaza01/pantanal-birdclef-26
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,2,google/bird-vocalization-classifier|google/yamnet,birdclef-2026,yusufmurtaza01__pantanal-distill-birdclef-26,yusufmurtaza01/pantanal-distill-birdclef-26
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,yusufmurtaza01__pantanal-distill-birdclef2026-improvement,yusufmurtaza01/pantanal-distill-birdclef2026-improvement
3,competitions|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,0,,1,google/bird-vocalization-classifier,birdclef-2026,yuyuvae__01-prepare-soundscape-labels-and-perch-mapping,yuyuvae/01-prepare-soundscape-labels-and-perch-mapping
2,competitions|models,0,,0,,1,zaouiyassine/faza-4ep,birdclef-2026,zaouiyassine__baseline-for-birdclef,zaouiyassine/baseline-for-birdclef
